"age","gender","marital_status","over18","attrition","business_travel","distance_from_home","department","job_role","job_level","employee_number","employee_count","monthly_income","monthly_rate","daily_rate","hourly_rate","percent_salary_hike","stock_option_level","education","education_field","training_times_last_year","environment_satisfaction","job_involvement","job_satisfaction","performance_rating","relationship_satisfaction","work_life_balance","num_companies_worked","total_working_years","years_at_company","years_in_current_role","years_since_last_promotion","years_with_curr_manager","over_time","standard_hours"
47,Male,Single,Y,No,Travel_Rarely,14,Sales,Sales Executive,2,728,1,4960,11825,703,42,12,0,4,Marketing,2,4,3,1,3,4,3,2,20,7,7,1,7,No,80
40,Male,Married,Y,No,Travel_Frequently,5,Sales,Sales Executive,3,729,1,10475,23772,580,48,21,1,4,Life Sciences,2,4,2,1,4,3,3,5,20,18,13,1,12,Yes,80
53,Male,Married,Y,No,Travel_Rarely,7,Research & Development,Research Director,4,730,1,14814,13514,970,59,19,0,3,Life Sciences,3,3,4,3,3,3,3,3,32,5,1,1,3,No,80
41,Male,Divorced,Y,No,Travel_Rarely,10,Human Resources,Manager,5,731,1,19141,8861,427,73,15,3,4,Human Resources,2,2,2,4,3,2,2,3,23,21,6,12,6,No,80
60,Male,Single,Y,No,Travel_Rarely,16,Sales,Sales Executive,2,732,1,5405,11924,1179,84,14,0,4,Marketing,1,1,3,1,3,4,3,8,10,2,2,2,2,No,80
27,Male,Divorced,Y,No,Travel_Frequently,10,Research & Development,Manufacturing Director,3,733,1,8793,4809,294,32,21,2,2,Life Sciences,4,4,3,1,4,3,2,1,9,9,7,1,7,No,80
41,Male,Married,Y,No,Travel_Rarely,1,Human Resources,Manager,5,734,1,19189,19562,314,59,12,1,3,Human Resources,3,4,2,3,3,2,3,1,22,22,7,2,10,No,80
50,Male,Married,Y,No,Travel_Rarely,8,Sales,Sales Representative,1,738,1,3875,9983,316,54,15,1,4,Marketing,2,4,3,2,3,4,3,7,4,2,2,2,2,No,80
28,Female,Single,Y,Yes,Travel_Rarely,1,Research & Development,Research Scientist,1,741,1,2216,3872,654,67,13,0,2,Life Sciences,4,1,1,2,3,4,3,7,10,7,7,3,7,Yes,80
36,Female,Married,Y,No,Non-Travel,8,Research & Development,Research Director,3,742,1,11713,20335,427,63,14,1,3,Life Sciences,2,1,4,1,3,1,3,9,10,8,7,0,5,No,80
38,Female,Single,Y,No,Travel_Rarely,1,Research & Development,Manufacturing Director,3,743,1,7861,15397,168,81,14,0,3,Life Sciences,4,3,3,3,3,4,4,4,10,1,0,0,0,Yes,80
44,Male,Single,Y,No,Non-Travel,24,Research & Development,Laboratory Technician,1,744,1,3708,2104,381,49,14,0,3,Medical,5,1,1,3,3,3,3,2,9,5,2,1,4,No,80
47,Female,Divorced,Y,No,Travel_Frequently,3,Sales,Sales Executive,4,746,1,13770,10225,217,49,12,2,3,Medical,2,4,3,3,3,4,2,9,28,22,2,11,13,Yes,80
30,Male,Divorced,Y,No,Travel_Rarely,27,Sales,Sales Executive,2,747,1,5304,25275,501,99,23,1,5,Marketing,2,3,3,4,4,4,2,7,10,8,7,7,7,No,80
29,Male,Single,Y,No,Travel_Rarely,10,Sales,Sales Representative,1,749,1,2642,2755,1396,99,11,0,3,Life Sciences,6,3,3,3,3,3,3,1,1,1,0,0,0,No,80
42,Male,Divorced,Y,Yes,Travel_Frequently,19,Research & Development,Research Scientist,1,752,1,2759,20366,933,57,12,0,3,Medical,2,3,4,3,3,4,3,6,7,2,2,2,2,Yes,80
43,Male,Married,Y,No,Travel_Frequently,15,Sales,Sales Executive,2,754,1,6804,23683,775,47,18,1,3,Life Sciences,5,4,2,4,3,3,3,3,7,2,2,2,2,No,80
34,Female,Single,Y,No,Travel_Rarely,8,Research & Development,Healthcare Representative,2,757,1,6142,7360,970,96,11,0,2,Medical,2,2,3,3,3,4,3,3,10,5,1,4,3,No,80
23,Male,Married,Y,No,Travel_Rarely,9,Research & Development,Laboratory Technician,1,758,1,2500,4344,650,37,14,1,1,Medical,2,2,3,1,3,4,4,1,5,4,3,0,2,No,80
39,Female,Married,Y,No,Travel_Rarely,3,Human Resources,Human Resources,2,760,1,6389,18767,141,44,15,1,3,Human Resources,3,3,4,2,3,3,1,9,12,8,3,3,6,No,80
56,Male,Married,Y,No,Travel_Rarely,9,Research & Development,Healthcare Representative,4,762,1,11103,20420,832,81,11,0,3,Medical,1,3,3,4,3,3,2,7,30,10,7,1,1,No,80
40,Female,Single,Y,No,Travel_Rarely,2,Research & Development,Research Scientist,1,763,1,2342,22929,804,86,20,0,1,Medical,2,4,2,4,4,4,2,0,5,4,2,2,3,Yes,80
27,Female,Single,Y,No,Travel_Rarely,7,Research & Development,Healthcare Representative,2,764,1,6811,23398,975,55,19,0,3,Medical,2,4,2,1,3,1,1,8,9,7,6,0,7,No,80
29,Male,Divorced,Y,No,Travel_Rarely,10,Sales,Sales Representative,1,766,1,2297,17967,1090,83,14,2,3,Marketing,2,4,3,2,3,4,3,1,2,2,2,2,2,No,80
53,Male,Single,Y,No,Travel_Rarely,6,Research & Development,Laboratory Technician,2,769,1,2450,10919,346,86,17,0,3,Life Sciences,4,4,3,4,3,4,3,2,19,2,2,2,2,No,80
35,Female,Divorced,Y,No,Non-Travel,2,Research & Development,Healthcare Representative,2,771,1,5093,4761,1225,61,11,1,4,Life Sciences,2,4,3,1,3,1,4,2,16,1,0,0,0,No,80
32,Male,Married,Y,No,Travel_Frequently,24,Research & Development,Laboratory Technician,2,772,1,5309,21146,430,80,15,2,4,Life Sciences,2,1,3,4,3,4,3,1,10,10,8,4,7,No,80
38,Male,Married,Y,No,Travel_Rarely,2,Research & Development,Research Scientist,1,773,1,3057,20471,268,92,13,1,5,Medical,0,4,3,3,3,2,1,6,6,1,0,0,1,Yes,80
34,Female,Divorced,Y,No,Travel_Rarely,8,Research & Development,Manufacturing Director,2,775,1,5121,4187,167,32,14,1,5,Life Sciences,3,2,3,1,3,3,3,3,7,0,0,0,0,No,80
52,Male,Married,Y,No,Travel_Rarely,3,Sales,Manager,4,776,1,16856,10084,621,31,11,0,4,Marketing,3,3,2,1,3,1,4,1,34,34,6,1,16,No,80
33,Male,Single,Y,Yes,Travel_Rarely,1,Research & Development,Research Scientist,1,780,1,2686,5207,527,63,13,0,4,Other,2,4,3,4,3,3,2,1,10,10,9,7,8,Yes,80
25,Female,Single,Y,No,Travel_Rarely,26,Sales,Sales Executive,2,781,1,6180,22807,883,32,23,0,1,Medical,5,3,3,4,4,2,2,1,6,6,5,1,4,No,80
45,Male,Single,Y,No,Travel_Rarely,2,Sales,Sales Representative,2,783,1,6632,12388,954,46,13,0,2,Technical Degree,3,2,1,3,3,1,3,0,9,8,7,3,1,No,80
23,Male,Single,Y,No,Travel_Rarely,10,Research & Development,Research Scientist,1,784,1,3505,19630,310,79,18,0,1,Medical,3,1,4,3,3,4,3,1,2,2,2,0,2,No,80
47,Female,Single,Y,Yes,Travel_Frequently,27,Sales,Sales Executive,2,785,1,6397,10339,719,77,12,0,2,Life Sciences,2,2,4,3,3,4,3,4,8,5,4,1,3,Yes,80
34,Male,Single,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,786,1,6274,18686,304,60,22,0,3,Other,5,4,3,4,4,3,3,1,6,6,5,1,4,No,80
55,Male,Married,Y,Yes,Travel_Rarely,2,Research & Development,Manager,5,787,1,19859,21199,725,78,13,1,3,Medical,2,4,3,1,3,4,3,5,24,5,2,1,4,Yes,80
36,Male,Single,Y,No,Non-Travel,8,Sales,Sales Executive,3,789,1,7587,14229,1434,76,15,0,4,Life Sciences,1,1,2,1,3,2,3,1,10,10,7,0,9,No,80
52,Male,Married,Y,No,Non-Travel,19,Research & Development,Research Scientist,1,791,1,4258,26589,715,41,18,1,4,Medical,3,4,3,4,3,1,3,0,5,4,3,1,2,No,80
26,Female,Divorced,Y,No,Travel_Frequently,1,Research & Development,Laboratory Technician,1,792,1,4364,5288,575,71,14,1,2,Life Sciences,2,1,1,4,3,1,3,3,5,2,2,2,0,No,80
29,Female,Married,Y,No,Travel_Rarely,27,Research & Development,Healthcare Representative,2,793,1,4335,25549,657,66,12,1,3,Medical,3,2,3,3,3,1,2,4,11,8,7,1,1,No,80
26,Male,Single,Y,Yes,Travel_Rarely,8,Sales,Sales Executive,2,796,1,5326,3064,1146,38,17,0,3,Technical Degree,2,4,2,1,3,3,2,6,6,4,3,1,2,No,80
34,Female,Single,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,797,1,3280,13551,182,72,16,0,4,Life Sciences,2,2,4,4,3,3,3,2,10,4,2,1,3,No,80
54,Female,Divorced,Y,No,Travel_Rarely,19,Research & Development,Manufacturing Director,2,799,1,5485,22670,376,95,11,2,4,Medical,4,4,3,1,3,2,3,9,9,5,3,1,4,Yes,80
27,Male,Married,Y,No,Travel_Frequently,8,Sales,Sales Executive,2,800,1,4342,24008,829,84,19,1,1,Marketing,3,3,3,4,3,2,3,0,5,4,2,1,1,No,80
37,Female,Divorced,Y,No,Travel_Rarely,10,Research & Development,Research Scientist,1,802,1,2782,19905,571,82,13,2,1,Life Sciences,3,4,3,1,3,2,2,0,6,5,3,4,3,Yes,80
38,Female,Single,Y,No,Travel_Frequently,2,Research & Development,Manufacturing Director,2,803,1,5980,26085,240,75,12,0,4,Life Sciences,2,1,4,1,3,4,3,6,17,15,7,4,12,Yes,80
34,Female,Single,Y,No,Travel_Rarely,2,Research & Development,Research Scientist,1,804,1,4381,7530,121,86,11,0,4,Medical,3,3,2,1,3,3,3,1,6,6,5,1,3,No,80
35,Female,Married,Y,No,Travel_Rarely,8,Sales,Sales Representative,1,805,1,2572,20317,384,72,16,1,4,Life Sciences,1,1,3,4,3,2,2,1,3,3,2,0,2,No,80
30,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Laboratory Technician,1,806,1,3833,24375,921,38,21,2,3,Life Sciences,2,4,1,3,4,3,3,3,7,2,2,0,2,No,80
40,Female,Married,Y,No,Travel_Frequently,2,Research & Development,Healthcare Representative,2,807,1,4244,9931,791,38,24,1,2,Medical,2,3,4,2,4,4,3,1,8,8,7,3,7,No,80
34,Female,Married,Y,No,Travel_Rarely,8,Sales,Sales Executive,2,808,1,6500,13305,1111,93,17,1,2,Life Sciences,1,3,3,1,3,2,3,5,6,3,2,1,2,No,80
42,Male,Divorced,Y,No,Travel_Frequently,8,Research & Development,Manager,5,809,1,18430,16225,570,66,13,1,3,Life Sciences,4,2,3,4,3,2,2,1,24,24,7,14,9,No,80
23,Male,Married,Y,Yes,Travel_Rarely,6,Research & Development,Laboratory Technician,1,811,1,1601,3445,1243,63,21,2,3,Life Sciences,2,3,4,1,4,3,3,1,1,0,0,0,0,Yes,80
24,Male,Divorced,Y,No,Non-Travel,9,Research & Development,Laboratory Technician,1,812,1,2694,26551,1092,60,11,3,3,Life Sciences,4,3,2,2,3,3,3,1,1,1,0,0,0,No,80
52,Female,Married,Y,No,Travel_Rarely,11,Research & Development,Laboratory Technician,2,813,1,3149,21821,1325,82,20,1,4,Life Sciences,3,4,3,3,4,2,3,8,9,5,2,1,4,No,80
50,Male,Married,Y,No,Travel_Rarely,2,Research & Development,Research Director,4,815,1,17639,6881,691,64,16,0,3,Medical,3,3,3,3,3,4,3,5,30,4,3,0,3,No,80
29,Female,Married,Y,Yes,Travel_Rarely,1,Research & Development,Laboratory Technician,1,816,1,2319,6689,805,36,11,1,2,Life Sciences,1,2,2,1,3,4,3,1,1,1,0,0,0,Yes,80
33,Male,Married,Y,No,Travel_Rarely,7,Research & Development,Research Director,3,817,1,11691,25995,213,49,11,0,3,Medical,3,3,3,3,3,4,4,0,14,13,9,3,7,No,80
33,Female,Single,Y,Yes,Travel_Rarely,16,Sales,Sales Executive,2,819,1,5324,26507,118,69,15,0,3,Marketing,3,1,3,1,3,3,3,5,6,3,2,0,2,No,80
47,Female,Married,Y,No,Travel_Rarely,2,Research & Development,Manager,4,820,1,16752,12982,202,33,11,1,2,Other,3,3,3,4,3,3,2,1,26,26,14,3,0,Yes,80
36,Female,Married,Y,No,Travel_Rarely,1,Research & Development,Manufacturing Director,2,823,1,5228,23361,676,35,15,1,3,Other,2,3,3,2,3,1,3,0,10,9,7,0,5,No,80
29,Male,Married,Y,No,Travel_Rarely,23,Research & Development,Research Scientist,1,824,1,2700,23779,1252,81,24,1,2,Life Sciences,3,3,4,3,4,3,3,1,10,10,7,0,7,No,80
58,Male,Single,Y,Yes,Travel_Rarely,2,Research & Development,Research Director,5,825,1,19246,25761,286,31,12,0,4,Life Sciences,2,4,3,2,3,4,3,7,40,31,15,13,8,Yes,80
35,Female,Single,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,826,1,2506,13301,1258,40,13,0,4,Life Sciences,0,4,4,3,3,3,3,3,7,2,2,2,2,No,80
42,Female,Married,Y,No,Travel_Rarely,1,Research & Development,Manufacturing Director,2,827,1,6062,4051,932,43,13,1,2,Life Sciences,4,4,2,4,3,4,3,9,8,4,3,0,2,Yes,80
28,Male,Single,Y,Yes,Travel_Rarely,2,Research & Development,Research Scientist,1,828,1,4382,16374,890,46,17,0,4,Medical,3,3,3,3,3,4,2,6,5,2,2,2,1,No,80
36,Male,Married,Y,No,Travel_Rarely,13,Human Resources,Human Resources,1,829,1,2143,25527,1041,36,13,1,3,Human Resources,2,3,3,2,3,2,3,4,8,5,2,0,4,No,80
32,Female,Married,Y,No,Travel_Rarely,4,Research & Development,Manufacturing Director,2,830,1,6162,19124,859,98,12,1,3,Life Sciences,3,3,2,3,3,3,3,1,14,14,13,6,8,No,80
40,Male,Single,Y,No,Travel_Frequently,16,Research & Development,Laboratory Technician,2,832,1,5094,11983,720,51,14,0,4,Medical,6,1,2,3,3,4,3,6,10,1,0,0,0,No,80
30,Female,Single,Y,No,Travel_Rarely,2,Research & Development,Manufacturing Director,2,833,1,6877,20234,946,52,24,0,3,Medical,4,3,2,4,4,2,2,5,12,0,0,0,0,Yes,80
45,Female,Single,Y,No,Travel_Rarely,2,Research & Development,Research Scientist,1,834,1,2274,6153,252,95,14,0,3,Life Sciences,3,2,2,3,3,4,3,1,1,1,0,0,0,No,80
42,Male,Married,Y,No,Travel_Rarely,29,Research & Development,Manufacturing Director,2,836,1,4434,11806,933,98,13,1,3,Life Sciences,3,2,3,2,3,4,2,1,10,9,8,7,8,No,80
38,Male,Divorced,Y,No,Travel_Frequently,12,Research & Development,Healthcare Representative,2,837,1,6288,4284,471,45,15,1,3,Life Sciences,3,1,2,1,3,3,2,2,13,4,3,1,2,No,80
34,Female,Single,Y,No,Travel_Frequently,16,Research & Development,Research Scientist,1,838,1,2553,8306,702,100,16,0,4,Life Sciences,3,3,2,4,3,3,3,1,6,5,2,1,3,No,80
49,Female,Married,Y,Yes,Travel_Rarely,11,Sales,Sales Executive,3,840,1,7654,5860,1184,43,18,2,3,Marketing,3,3,3,4,3,1,4,1,9,9,8,7,7,No,80
55,Male,Single,Y,Yes,Travel_Rarely,2,Sales,Sales Executive,2,842,1,5160,21519,436,37,16,0,1,Medical,3,3,3,4,3,3,2,4,12,9,7,7,3,No,80
43,Male,Married,Y,No,Travel_Rarely,14,Research & Development,Research Director,4,843,1,17159,5200,589,94,24,1,2,Life Sciences,3,2,3,1,4,3,3,6,22,4,1,1,0,No,80
27,Male,Divorced,Y,No,Travel_Rarely,5,Research & Development,Research Director,3,844,1,12808,8842,269,42,16,1,1,Technical Degree,3,3,2,4,3,2,3,1,9,9,8,0,8,Yes,80
35,Male,Single,Y,No,Travel_Rarely,7,Research & Development,Manufacturing Director,3,845,1,10221,18869,950,59,21,0,3,Other,3,3,3,3,4,2,4,3,17,8,5,1,6,No,80
28,Female,Married,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,846,1,4779,3698,760,81,20,0,4,Marketing,2,2,3,2,4,1,3,1,8,8,7,7,5,Yes,80
34,Male,Married,Y,No,Travel_Rarely,3,Human Resources,Human Resources,1,847,1,3737,2243,829,88,19,1,2,Human Resources,1,3,3,4,3,3,1,0,4,3,2,0,2,No,80
26,Female,Married,Y,Yes,Travel_Frequently,5,Research & Development,Research Scientist,1,848,1,2366,20898,887,88,14,1,2,Medical,2,3,2,3,3,1,3,1,8,8,7,1,7,Yes,80
27,Male,Married,Y,No,Non-Travel,3,Research & Development,Research Scientist,1,850,1,1706,16571,443,50,11,3,3,Medical,6,4,3,4,3,3,2,1,0,0,0,0,0,No,80
51,Female,Married,Y,No,Travel_Rarely,26,Sales,Manager,4,851,1,16307,5594,1318,66,14,1,4,Marketing,2,1,3,3,3,3,2,2,29,20,6,4,17,No,80
44,Male,Single,Y,No,Travel_Rarely,4,Research & Development,Healthcare Representative,2,852,1,5933,5197,625,50,12,0,3,Medical,2,4,3,2,3,4,2,9,10,5,2,2,3,No,80
25,Male,Single,Y,No,Travel_Rarely,2,Research & Development,Research Scientist,1,854,1,3424,21632,180,65,13,0,1,Medical,3,1,4,1,3,3,2,7,6,4,3,0,1,No,80
33,Male,Divorced,Y,No,Travel_Rarely,1,Sales,Sales Executive,2,855,1,4037,21816,586,48,22,1,3,Medical,5,1,4,1,4,1,3,1,9,9,8,0,8,No,80
35,Female,Single,Y,No,Travel_Rarely,27,Research & Development,Research Scientist,1,856,1,2559,17852,1343,53,11,0,1,Medical,3,3,2,1,3,4,2,1,6,6,5,1,1,No,80
36,Male,Married,Y,No,Travel_Rarely,1,Sales,Sales Executive,2,857,1,6201,2823,928,56,14,1,2,Life Sciences,1,2,3,4,3,4,2,1,18,18,14,4,11,Yes,80
32,Male,Divorced,Y,No,Travel_Rarely,13,Sales,Sales Executive,2,859,1,4403,9250,117,73,11,1,4,Life Sciences,3,2,3,4,3,3,2,2,8,5,2,0,3,No,80
30,Male,Divorced,Y,No,Travel_Frequently,5,Research & Development,Research Scientist,1,861,1,3761,2373,1012,75,12,1,4,Life Sciences,3,2,2,4,3,2,2,9,10,5,4,0,3,No,80
53,Female,Married,Y,No,Travel_Rarely,7,Sales,Sales Executive,3,862,1,10934,20715,661,78,18,1,2,Marketing,3,1,2,4,3,4,3,7,35,5,2,0,4,Yes,80
45,Male,Divorced,Y,No,Travel_Rarely,9,Sales,Sales Executive,3,864,1,10761,19239,930,74,12,1,3,Marketing,2,4,3,1,3,3,3,4,18,5,4,0,2,Yes,80
32,Female,Married,Y,No,Travel_Rarely,8,Research & Development,Research Scientist,2,865,1,5175,22162,638,91,12,1,2,Medical,3,3,4,3,3,3,2,5,9,5,3,1,3,No,80
52,Female,Married,Y,No,Travel_Frequently,25,Research & Development,Manufacturing Director,4,867,1,13826,19028,890,81,22,0,4,Medical,3,3,2,4,4,3,3,3,31,9,8,0,0,No,80
37,Male,Divorced,Y,No,Travel_Rarely,16,Sales,Sales Executive,2,868,1,6334,24558,342,66,19,2,4,Marketing,2,4,2,3,3,4,3,4,9,1,0,0,0,No,80
28,Male,Divorced,Y,No,Travel_Rarely,8,Human Resources,Human Resources,1,869,1,4936,23965,1169,63,13,1,2,Medical,6,2,2,4,3,4,3,1,6,5,1,0,4,No,80
22,Male,Married,Y,No,Travel_Rarely,1,Research & Development,Manufacturing Director,2,872,1,4775,19146,1230,33,22,2,2,Life Sciences,2,4,2,4,4,1,1,6,4,2,2,2,2,No,80
44,Male,Married,Y,No,Travel_Rarely,8,Research & Development,Laboratory Technician,1,874,1,2818,5044,986,62,24,1,4,Life Sciences,2,1,4,4,4,3,2,2,10,3,2,0,2,Yes,80
42,Male,Single,Y,No,Travel_Frequently,2,Research & Development,Research Scientist,1,875,1,2515,9068,1271,35,14,0,1,Medical,2,2,3,4,3,4,3,5,8,2,1,2,2,Yes,80
36,Male,Married,Y,No,Travel_Rarely,8,Human Resources,Human Resources,1,878,1,2342,8635,1278,77,21,0,3,Life Sciences,3,1,2,1,4,3,3,0,6,5,4,0,3,No,80
25,Male,Married,Y,No,Travel_Rarely,3,Sales,Sales Executive,2,879,1,4194,14363,141,98,18,0,1,Other,3,3,3,1,3,4,3,1,5,5,3,0,3,Yes,80
35,Female,Married,Y,No,Travel_Rarely,9,Research & Development,Manufacturing Director,3,880,1,10685,23457,607,66,20,1,3,Life Sciences,2,4,2,3,4,2,3,1,17,17,14,5,15,Yes,80
35,Female,Divorced,Y,Yes,Travel_Frequently,25,Research & Development,Research Scientist,1,881,1,2022,16612,130,96,19,1,4,Life Sciences,3,4,3,2,3,1,2,1,10,10,2,7,8,Yes,80
32,Male,Divorced,Y,No,Non-Travel,1,Research & Development,Laboratory Technician,1,882,1,2314,9148,300,61,12,1,3,Life Sciences,2,4,3,4,3,2,3,0,4,3,0,0,2,No,80
25,Male,Married,Y,No,Travel_Rarely,4,Sales,Sales Executive,2,885,1,4256,18154,583,87,12,0,1,Marketing,1,3,2,1,3,1,4,1,5,5,2,0,3,No,80
49,Female,Married,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,887,1,3580,10554,1418,36,16,1,3,Technical Degree,2,3,3,1,3,2,3,2,7,4,2,0,2,No,80
24,Male,Married,Y,No,Non-Travel,4,Research & Development,Laboratory Technician,1,888,1,3162,10778,1269,46,17,0,1,Life Sciences,2,1,2,4,3,4,2,0,6,5,2,3,4,No,80
32,Male,Married,Y,No,Travel_Frequently,5,Sales,Sales Executive,2,889,1,6524,8891,379,48,14,1,2,Life Sciences,3,2,3,2,3,4,3,1,10,10,8,5,3,No,80
38,Male,Married,Y,No,Travel_Rarely,9,Sales,Sales Representative,1,893,1,2899,12102,395,98,19,1,3,Marketing,3,2,2,2,3,4,3,0,3,2,2,1,2,No,80
42,Female,Married,Y,No,Travel_Rarely,3,Research & Development,Laboratory Technician,2,894,1,5231,23726,1265,95,13,1,3,Life Sciences,1,3,4,4,3,2,2,2,17,5,3,1,3,Yes,80
31,Male,Married,Y,No,Travel_Rarely,11,Research & Development,Research Scientist,1,895,1,2356,14871,1222,48,19,1,4,Life Sciences,2,4,3,4,3,2,3,3,8,6,4,0,2,Yes,80
29,Female,Divorced,Y,Yes,Travel_Rarely,1,Sales,Sales Representative,1,896,1,2800,23522,341,48,19,3,3,Medical,3,2,2,3,3,3,3,6,5,3,2,0,2,Yes,80
53,Male,Married,Y,No,Travel_Rarely,8,Sales,Sales Executive,4,897,1,11836,22789,868,73,14,1,3,Marketing,3,1,3,4,3,3,3,5,28,2,0,2,2,No,80
35,Male,Married,Y,No,Travel_Rarely,25,Research & Development,Manufacturing Director,3,899,1,10903,9129,672,78,16,0,3,Technical Degree,2,4,2,2,3,1,3,3,16,13,10,4,8,No,80
37,Female,Married,Y,No,Travel_Frequently,21,Sales,Sales Representative,1,900,1,2973,21222,1231,54,15,1,2,Medical,3,3,3,4,3,2,3,5,10,5,4,0,0,No,80
53,Female,Single,Y,No,Travel_Rarely,23,Research & Development,Research Director,4,901,1,14275,20206,102,72,18,0,4,Life Sciences,0,4,3,4,3,3,3,6,33,12,9,3,8,No,80
43,Female,Married,Y,No,Travel_Frequently,1,Research & Development,Healthcare Representative,2,902,1,5562,21782,422,33,13,1,3,Life Sciences,2,4,3,4,3,2,2,4,12,5,2,2,2,No,80
47,Female,Married,Y,No,Travel_Rarely,2,Sales,Sales Executive,2,903,1,4537,17783,249,35,22,1,2,Marketing,2,3,3,4,4,1,3,0,8,7,6,7,7,Yes,80
37,Male,Single,Y,No,Non-Travel,19,Sales,Sales Executive,3,904,1,7642,4814,1252,32,13,0,2,Medical,2,1,3,2,3,4,3,1,10,10,0,0,9,Yes,80
50,Male,Divorced,Y,No,Non-Travel,2,Research & Development,Manager,4,905,1,17924,4544,881,98,11,1,4,Life Sciences,3,1,3,1,3,4,3,1,31,31,6,14,7,No,80
39,Female,Married,Y,No,Travel_Rarely,2,Human Resources,Human Resources,2,909,1,5204,7790,1383,42,11,2,3,Life Sciences,2,4,2,4,3,3,3,8,13,5,4,0,4,No,80
33,Male,Divorced,Y,No,Travel_Rarely,3,Human Resources,Human Resources,1,910,1,2277,22650,1075,57,11,1,2,Human Resources,4,4,3,2,3,3,4,3,7,4,3,0,3,Yes,80
32,Male,Single,Y,Yes,Travel_Rarely,25,Research & Development,Laboratory Technician,1,911,1,2795,18016,374,87,24,0,4,Life Sciences,2,1,3,4,4,3,1,1,1,1,0,0,1,Yes,80
29,Female,Divorced,Y,No,Travel_Rarely,7,Research & Development,Laboratory Technician,1,912,1,2532,6054,1086,62,14,3,1,Medical,5,1,2,4,3,3,3,6,8,4,3,0,3,No,80
44,Male,Married,Y,No,Travel_Rarely,9,Research & Development,Research Scientist,1,913,1,2559,7508,661,61,13,0,2,Life Sciences,0,2,3,1,3,4,3,1,8,8,7,7,1,Yes,80
28,Male,Single,Y,No,Travel_Rarely,5,Sales,Sales Executive,2,916,1,4908,24252,821,98,14,0,4,Medical,3,1,3,4,3,2,3,1,4,4,2,0,2,No,80
58,Male,Divorced,Y,Yes,Travel_Frequently,2,Research & Development,Laboratory Technician,1,918,1,2380,13384,781,57,14,1,1,Life Sciences,3,4,2,4,3,4,2,9,3,1,0,0,0,Yes,80
43,Female,Divorced,Y,No,Travel_Rarely,8,Research & Development,Manufacturing Director,2,920,1,4765,23814,177,55,21,1,3,Life Sciences,2,1,3,2,4,3,4,4,4,1,0,0,0,No,80
20,Female,Single,Y,Yes,Travel_Rarely,2,Sales,Sales Representative,1,922,1,2044,22052,500,49,13,0,3,Medical,3,3,2,3,3,4,2,1,2,2,2,0,2,No,80
21,Female,Single,Y,Yes,Travel_Rarely,18,Research & Development,Research Scientist,1,923,1,2693,8870,1427,65,19,0,1,Other,3,4,3,4,3,1,2,1,1,1,0,0,0,No,80
36,Male,Married,Y,No,Travel_Rarely,14,Research & Development,Healthcare Representative,2,924,1,6586,4821,1425,68,17,1,1,Life Sciences,2,3,3,4,3,1,2,0,17,16,8,4,11,Yes,80
47,Female,Single,Y,No,Travel_Rarely,2,Sales,Sales Representative,1,925,1,3294,13137,1454,65,18,0,4,Life Sciences,3,4,2,4,3,1,2,1,3,3,2,1,2,Yes,80
22,Female,Married,Y,Yes,Travel_Rarely,3,Research & Development,Manufacturing Director,2,926,1,4171,10022,617,34,19,1,1,Life Sciences,3,2,3,3,3,1,4,0,4,3,2,0,2,Yes,80
41,Female,Divorced,Y,Yes,Travel_Rarely,2,Research & Development,Laboratory Technician,1,927,1,2778,17725,1085,57,13,1,4,Life Sciences,1,2,1,4,3,3,2,4,10,7,7,1,0,Yes,80
28,Female,Divorced,Y,No,Travel_Rarely,9,Research & Development,Research Scientist,1,930,1,2377,9834,995,77,18,1,3,Medical,2,3,3,3,3,2,3,5,6,2,2,2,2,No,80
39,Male,Married,Y,Yes,Travel_Rarely,6,Research & Development,Laboratory Technician,1,932,1,2404,4303,1122,70,21,0,3,Medical,2,4,3,1,4,4,1,7,8,2,2,2,2,Yes,80
27,Female,Single,Y,No,Travel_Rarely,4,Research & Development,Research Scientist,1,933,1,2318,17808,618,76,19,0,3,Life Sciences,2,2,3,3,3,3,3,1,1,1,1,0,0,No,80
34,Male,Divorced,Y,No,Travel_Rarely,10,Research & Development,Laboratory Technician,1,934,1,2008,6896,546,83,14,2,3,Life Sciences,3,2,3,2,3,2,3,1,1,1,0,1,0,No,80
42,Female,Single,Y,No,Travel_Rarely,14,Sales,Sales Executive,2,936,1,6244,7824,462,68,17,0,2,Medical,6,3,2,3,3,1,3,7,10,5,4,0,3,No,80
33,Male,Single,Y,No,Travel_Rarely,1,Research & Development,Research Scientist,1,939,1,2799,3339,1198,100,11,0,4,Other,1,3,2,1,3,2,3,3,6,3,2,0,2,Yes,80
58,Female,Divorced,Y,No,Travel_Rarely,5,Research & Development,Healthcare Representative,3,940,1,10552,9255,1272,37,13,1,3,Technical Degree,3,3,2,2,3,4,3,2,24,6,0,0,4,Yes,80
